"Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle"
"2021-01-01,00:33,Friday,BLOOR STATION,MUPAA,0,0,N,YU,6046"
"2021-01-01,00:39,Friday,SHERBOURNE STATION,EUCO,5,9,E,BD,5250"
"2021-01-01,01:07,Friday,KENNEDY BD STATION,EUCD,5,9,E,BD,5249"
"2021-01-01,01:41,Friday,ST CLAIR STATION,MUIS,0,0,,YU,0"
"2021-01-01,02:04,Friday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0"
"2021-01-01,02:35,Friday,KENNEDY BD STATION,MUIS,0,0,,BD,0"
"2021-01-01,02:39,Friday,VAUGHAN MC STATION,MUIS,0,0,,YU,0"
"2021-01-01,06:00,Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU,0"
"2021-01-01,06:00,Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0"
"2021-01-01,06:00,Friday,TORONTO TRANSIT COMMIS,MRO,0,0,,SRT,0"
"2021-01-01,07:50,Friday,VAUGHAN MC STATION,TUO,3,0,S,YU,6086"
"2021-01-01,08:33,Friday,VAUGHAN MC STATION,MUATC,5,10,S,YU,5426"
"2021-01-01,08:53,Friday,DON MILLS STATION,TUMVS,0,0,E,SHP,6181"
"2021-01-01,09:10,Friday,DUNDAS STATION,MUPAA,3,8,S,YU,5506"
"2021-01-01,09:29,Friday,KENNEDY BD STATION,TUKEY,4,8,W,BD,5260"
"2021-01-01,09:30,Friday,GREENWOOD STATION,MUPLB,26,30,W,BD,5021"
"2021-01-01,10:04,Friday,ROYAL YORK STATION,PUSRA,5,9,E,BD,5024"
"2021-01-01,10:43,Friday,SHEPPARD-YONGE STATION,TUMVS,0,0,W,SHP,6171"
"2021-01-01,11:08,Friday,DUFFERIN STATION,MUIR,9,13,E,BD,5163"
"2021-01-01,11:23,Friday,ST GEORGE BD STATION,MUIR,49,53,E,BD,5163"
"2021-01-01,13:23,Friday,EGLINTON WEST STATION,MUIS,0,0,S,YU,0"
"2021-01-01,13:51,Friday,WELLESLEY STATION,SUDP,9,13,N,YU,5946"
"2021-01-01,14:08,Friday,KENNEDY SRT STATION,TRST,0,0,N,SRT,3023"
"2021-01-01,14:22,Friday,DUNDAS WEST STATION,SUDP,8,12,W,BD,5371"
"2021-01-01,15:15,Friday,OSGOODE STATION,SUDP,7,11,S,YU,5546"
"2021-01-01,16:07,Friday,KEELE STATION,EUSC,0,0,E,BD,5163"
"2021-01-01,16:13,Friday,KEELE STATION,MUSC,0,0,E,BD,5132"
"2021-01-01,16:14,Friday,CHRISTIE STATION,EUSC,0,0,E,BD,5163"
"2021-01-01,17:30,Friday,SHERBOURNE STATION,MUIS,0,0,,BD,0"
"2021-01-01,17:38,Friday,OSSINGTON STATION,TUMVS,0,0,W,BD,5270"
